Pokemon ID,Name,Type 1,Type 2,Description,Abilities,Catch Rate,Gender,Generation
499,Pignite,Fire,Fighting,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.","Blaze, Thick Fat",45,"87.5% male, 12.5% female",5
500,Emboar,Fire,Fighting,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.,"Blaze, Reckless",45,"87.5% male, 12.5% female",5
501,Oshawott,Water,,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.","Torrent, Shell Armor",45,"87.5% male, 12.5% female",5
502,Dewott,Water,,Strict training is how it learns its flowing double-scalchop technique.,"Torrent, Shell Armor",45,"87.5% male, 12.5% female",5
503,Samurott,Water,,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,"Torrent, Shell Armor",45,"87.5% male, 12.5% female",5
504,Patrat,Normal,,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.","Run Away, Keen Eye, Analytic",255,"50% male, 50% female",5
505,Watchog,Normal,,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.","Illuminate, Keen Eye, Analytic",255,"50% male, 50% female",5
506,Lillipup,Normal,,"It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees.","Vital Spirit, Pickup, Run Away",255,"50% male, 50% female",5
507,Herdier,Normal,,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.","Intimidate, Sand Rush, Scrappy",120,"50% male, 50% female",5
508,Stoutland,Normal,,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.,"Intimidate, Sand Rush, Scrappy",45,"50% male, 50% female",5
509,Purrloin,Dark,,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.","Limber, Unburden, Prankster",255,"50% male, 50% female",5
510,Liepard,Dark,,These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.,"Limber, Unburden, Prankster",90,"50% male, 50% female",5
511,Pansage,Grass,,This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.,"Gluttony, Overgrow",190,"87.5% male, 12.5% female",5
512,Simisage,Grass,,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.","Gluttony, Overgrow",75,"87.5% male, 12.5% female",5
513,Pansear,Fire,,"When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries.","Gluttony, Blaze",190,"87.5% male, 12.5% female",5
514,Simisear,Fire,,It loves sweets because they become energy for the fire burning inside its body.,"Gluttony, Blaze",75,"87.5% male, 12.5% female",5
515,Panpour,Water,,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,"Gluttony, Torrent",190,"87.5% male, 12.5% female",5
516,Simipour,Water,,"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail.","Gluttony, Torrent",75,"87.5% male, 12.5% female",5
517,Munna,Psychic,,Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.,"Forewarn, Synchronize, Telepathy",190,"50% male, 50% female",5
518,Musharna,Psychic,,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.,"Forewarn, Synchronize, Telepathy",75,"50% male, 50% female",5
519,Pidove,Normal,Flying,"Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands.","Big Pecks, Super Luck, Rivalry",255,"50% male, 50% female",5
520,Tranquill,Normal,Flying,It can return to its Trainer’s location regardless of the distance separating them.,"Big Pecks, Super Luck, Rivalry",120,"50% male, 50% female",5
521,Unfezant,Normal,Flying,Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males.,"Big Pecks, Super Luck, Rivalry",45,"50% male, 50% female",5
522,Blitzle,Electric,,Its mane shines when it discharges electricity. They use their flashing manes to communicate with one another.,"Lightning Rod, Motor Drive, Sap Sipper",190,"50% male, 50% female",5
523,Zebstrika,Electric,,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.","Lightning Rod, Motor Drive, Sap Sipper",75,"50% male, 50% female",5
524,Roggenrola,Rock,,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel.","Sturdy, Weak Armor, Sand Force",255,"50% male, 50% female",5
525,Boldore,Rock,,"When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves.","Sturdy, Weak Armor, Sand Force",120,"50% male, 50% female",5
526,Gigalith,Rock,,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,"Sturdy, Sand Stream, Sand Force",45,"50% male, 50% female",5
527,Woobat,Psychic,Flying,Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.,"Unaware, Klutz, Simple",190,"50% male, 50% female",5
528,Swoobat,Psychic,Flying,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks.","Unaware, Klutz, Simple",45,"50% male, 50% female",5
529,Drilbur,Ground,,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.,"Sand Rush, Sand Force, Mold Breaker",120,"50% male, 50% female",5
530,Excadrill,Ground,Steel,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.,"Sand Rush, Sand Force, Mold Breaker",60,"50% male, 50% female",5
531,Audino,Normal,,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.","Healer, Regenerator, Klutz",255,"50% male, 50% female",5
532,Timburr,Fighting,,It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.,"Guts, Sheer Force, Iron Fist",180,"75% male, 25% female",5
533,Gurdurr,Fighting,,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,"Guts, Sheer Force, Iron Fist",90,"75% male, 25% female",5
534,Conkeldurr,Fighting,,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago.","Guts, Sheer Force, Iron Fist",45,"75% male, 25% female",5
535,Tympole,Water,,They warn others of danger by vibrating their cheeks to create a high-pitched sound.,"Swift Swim, Hydration, Water Absorb",255,"50% male, 50% female",5
536,Palpitoad,Water,Ground,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land.","Swift Swim, Hydration, Water Absorb",120,"50% male, 50% female",5
537,Seismitoad,Water,Ground,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,"Swift Swim, Poison Touch, Water Absorb",45,"50% male, 50% female",5
538,Throh,Fighting,,"When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts.","Guts, Inner Focus, Mold Breaker",45,"100% male, 0% female",5
539,Sawk,Fighting,,The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.,"Sturdy, Inner Focus, Mold Breaker",45,"100% male, 0% female",5
540,Sewaddle,Bug,Grass,Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping.,"Swarm, Chlorophyll, Overcoat",255,"50% male, 50% female",5
541,Swadloon,Bug,Grass,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.,"Leaf Guard, Chlorophyll, Overcoat",120,"50% male, 50% female",5
542,Leavanny,Bug,Grass,"Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk.","Swarm, Chlorophyll, Overcoat",45,"50% male, 50% female",5
543,Venipede,Bug,Poison,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.","Poison Point, Swarm, Speed Boost",255,"50% male, 50% female",5
544,Whirlipede,Bug,Poison,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies.","Poison Point, Swarm, Speed Boost",120,"50% male, 50% female",5
545,Scolipede,Bug,Poison,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.","Poison Point, Swarm, Speed Boost",45,"50% male, 50% female",5
546,Cottonee,Grass,Fairy,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker.","Prankster, Infiltrator, Chlorophyll",190,"50% male, 50% female",5
547,Whimsicott,Grass,Fairy,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.","Prankster, Infiltrator, Chlorophyll",75,"50% male, 50% female",5
548,Petilil,Grass,,The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.,"Chlorophyll, Own Tempo, Leaf Guard",190,"0% male, 100% female",5
549,Lilligant,Grass,,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.,"Chlorophyll, Own Tempo, Leaf Guard",75,"0% male, 100% female",5
550,Basculin,Water,,"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile.","Reckless, Adaptability, Mold Breaker",25,"50% male, 50% female",5
551,Sandile,Ground,Dark,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.,"Intimidate, Moxie, Anger Point",180,"50% male, 50% female",5
552,Krokorok,Ground,Dark,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.,"Intimidate, Moxie, Anger Point",90,"50% male, 50% female",5
553,Krookodile,Ground,Dark,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.","Intimidate, Moxie, Anger Point",45,"50% male, 50% female",5
554,Darumaka,Fire,,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.","Hustle, Inner Focus",120,"50% male, 50% female",5
555,Darmanitan,Fire,,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch.","Sheer Force, Zen Mode",60,"50% male, 50% female",5
556,Maractus,Grass,,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.,"Water Absorb, Chlorophyll, Storm Drain",255,"50% male, 50% female",5
557,Dwebble,Bug,Rock,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.,"Sturdy, Shell Armor, Weak Armor",190,"50% male, 50% female",5
558,Crustle,Bug,Rock,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.","Sturdy, Shell Armor, Weak Armor",75,"50% male, 50% female",5
559,Scraggy,Dark,Fighting,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.","Shed Skin, Moxie, Intimidate",180,"50% male, 50% female",5
560,Scrafty,Dark,Fighting,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.,"Shed Skin, Moxie, Intimidate",90,"50% male, 50% female",5
561,Sigilyph,Psychic,Flying,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast.","Wonder Skin, Magic Guard, Tinted Lens",45,"50% male, 50% female",5
562,Yamask,Ghost,,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,Mummy,190,"50% male, 50% female",5
563,Cofagrigus,Ghost,,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.,Mummy,90,"50% male, 50% female",5
564,Tirtouga,Water,Rock,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile.","Solid Rock, Sturdy, Swift Swim",45,"87.5% male, 12.5% female",5
565,Carracosta,Water,Rock,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,"Solid Rock, Sturdy, Swift Swim",45,"87.5% male, 12.5% female",5
566,Archen,Rock,Flying,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",Defeatist,45,"87.5% male, 12.5% female",5
567,Archeops,Rock,Flying,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",Defeatist,45,"87.5% male, 12.5% female",5
568,Trubbish,Poison,,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,"Stench, Sticky Hold, Aftermath",190,"50% male, 50% female",5
569,Garbodor,Poison,,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,"Stench, Weak Armor, Aftermath",60,"50% male, 50% female",5
570,Zorua,Dark,,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",Illusion,75,"87.5% male, 12.5% female",5
571,Zoroark,Dark,,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,Illusion,45,"87.5% male, 12.5% female",5
572,Minccino,Normal,,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.","Cute Charm, Technician, Skill Link",255,"25% male, 75% female",5
573,Cinccino,Normal,,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,"Cute Charm, Technician, Skill Link",60,"25% male, 75% female",5
574,Gothita,Psychic,,Their ribbonlike feelers increase their psychic power. They are always staring at something.,"Frisk, Competitive, Shadow Tag",200,"25% male, 75% female",5
575,Gothorita,Psychic,,They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.,"Frisk, Competitive, Shadow Tag",100,"25% male, 75% female",5
576,Gothitelle,Psychic,,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.,"Frisk, Competitive, Shadow Tag",50,"25% male, 75% female",5
577,Solosis,Psychic,,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,"Overcoat, Magic Guard, Regenerator",200,"50% male, 50% female",5
578,Duosion,Psychic,,"Since they have two divided brains, at times they suddenly try to take two different actions at once.","Overcoat, Magic Guard, Regenerator",100,"50% male, 50% female",5
579,Reuniclus,Psychic,,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.","Overcoat, Magic Guard, Regenerator",50,"50% male, 50% female",5
580,Ducklett,Water,Flying,These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.,"Keen Eye, Big Pecks, Hydration",190,"50% male, 50% female",5
581,Swanna,Water,Flying,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,"Keen Eye, Big Pecks, Hydration",45,"50% male, 50% female",5
582,Vanillite,Ice,,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.,"Ice Body, Snow Cloak, Weak Armor",255,"50% male, 50% female",5
583,Vanillish,Ice,,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.","Ice Body, Snow Cloak, Weak Armor",120,"50% male, 50% female",5
584,Vanilluxe,Ice,,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards.","Ice Body, Snow Warning, Weak Armor",45,"50% male, 50% female",5
585,Deerling,Normal,Grass,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.","Chlorophyll, Sap Sipper, Serene Grace",190,"50% male, 50% female",5
586,Sawsbuck,Normal,Grass,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.,"Chlorophyll, Sap Sipper, Serene Grace",75,"50% male, 50% female",5
587,Emolga,Electric,Flying,The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.,"Static, Motor Drive",200,"50% male, 50% female",5
588,Karrablast,Bug,,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.,"Swarm, Shed Skin, No Guard",200,"50% male, 50% female",5
589,Escavalier,Bug,Steel,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely.","Swarm, Shell Armor, Overcoat",75,"50% male, 50% female",5
590,Foongus,Grass,Poison,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown.","Effect Spore, Regenerator",190,"50% male, 50% female",5
591,Amoonguss,Grass,Poison,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.","Effect Spore, Regenerator",75,"50% male, 50% female",5
592,Frillish,Water,Ghost,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.","Water Absorb, Cursed Body, Damp",190,"50% male, 50% female",5
593,Jellicent,Water,Ghost,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.","Water Absorb, Cursed Body, Damp",60,"50% male, 50% female",5
594,Alomomola,Water,,The special membrane enveloping Alomomola has the ability to heal wounds.,"Healer, Hydration, Regenerator",75,"50% male, 50% female",5
595,Joltik,Bug,Electric,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.,"Compound Eyes, Unnerve, Swarm",190,"50% male, 50% female",5
596,Galvantula,Bug,Electric,"When attacked, they create an electric barrier by spitting out many electrically charged threads.","Compound Eyes, Unnerve, Swarm",75,"50% male, 50% female",5
597,Ferroseed,Grass,Steel,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away.",Iron Barbs,255,"50% male, 50% female",5
598,Ferrothorn,Grass,Steel,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.,"Iron Barbs, Anticipation",90,"50% male, 50% female",5
599,Klink,Steel,,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,"Plus, Minus, Clear Body",130,,5
600,Klang,Steel,,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.","Plus, Minus, Clear Body",60,,5
601,Klinklang,Steel,,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,"Plus, Minus, Clear Body",30,,5
602,Tynamo,Electric,,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.",Levitate,190,"50% male, 50% female",5
603,Eelektrik,Electric,,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.,Levitate,60,"50% male, 50% female",5
604,Eelektross,Electric,,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,Levitate,30,"50% male, 50% female",5
605,Elgyem,Psychic,,"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches.","Telepathy, Synchronize, Analytic",255,"50% male, 50% female",5
606,Beheeyem,Psychic,,"It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers.","Telepathy, Synchronize, Analytic",90,"50% male, 50% female",5
607,Litwick,Ghost,Fire,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.","Flash Fire, Flame Body, Infiltrator",190,"50% male, 50% female",5
608,Lampent,Ghost,Fire,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen.","Flash Fire, Flame Body, Infiltrator",90,"50% male, 50% female",5
609,Chandelure,Ghost,Fire,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance.","Flash Fire, Flame Body, Infiltrator",45,"50% male, 50% female",5
610,Axew,Dragon,,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.,"Rivalry, Mold Breaker, Unnerve",75,"50% male, 50% female",5
611,Fraxure,Dragon,,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting.","Rivalry, Mold Breaker, Unnerve",60,"50% male, 50% female",5
612,Haxorus,Dragon,,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.,"Rivalry, Mold Breaker, Unnerve",45,"50% male, 50% female",5
613,Cubchoo,Ice,,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases.","Snow Cloak, Slush Rush, Rattled",120,"50% male, 50% female",5
614,Beartic,Ice,,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey.","Snow Cloak, Slush Rush, Swift Swim",60,"50% male, 50% female",5
615,Cryogonal,Ice,,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice.",Levitate,25,,5
616,Shelmet,Bug,,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid.","Hydration, Shell Armor, Overcoat",200,"50% male, 50% female",5
617,Accelgor,Bug,,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.","Hydration, Sticky Hold, Unburden",75,"50% male, 50% female",5
618,Stunfisk,Ground,Electric,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.","Static, Limber, Sand Veil",75,"50% male, 50% female",5
619,Mienfoo,Fighting,,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.","Inner Focus, Regenerator, Reckless",180,"50% male, 50% female",5
620,Mienshao,Fighting,,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.,"Inner Focus, Regenerator, Reckless",45,"50% male, 50% female",5
621,Druddigon,Dragon,,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.","Rough Skin, Sheer Force, Mold Breaker",45,"50% male, 50% female",5
622,Golett,Ground,Ghost,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.","Iron Fist, Klutz, No Guard",190,,5
623,Golurk,Ground,Ghost,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,"Iron Fist, Klutz, No Guard",90,,5
624,Pawniard,Dark,Steel,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river.","Defiant, Inner Focus, Pressure",120,"50% male, 50% female",5
625,Bisharp,Dark,Steel,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses.","Defiant, Inner Focus, Pressure",45,"50% male, 50% female",5
626,Bouffalant,Normal,,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.","Reckless, Sap Sipper, Soundproof",45,"50% male, 50% female",5
627,Rufflet,Normal,Flying,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is.","Keen Eye, Sheer Force, Hustle",190,"100% male, 0% female",5
628,Braviary,Normal,Flying,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,"Keen Eye, Sheer Force, Defiant",60,"100% male, 0% female",5
629,Vullaby,Dark,Flying,"Its wings are too tiny to allow it to fly. As the time approaches for it to evolve, it discards the bones it was wearing.","Big Pecks, Overcoat, Weak Armor",190,"0% male, 100% female",5
630,Mandibuzz,Dark,Flying,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.,"Big Pecks, Overcoat, Weak Armor",60,"0% male, 100% female",5
631,Heatmor,Fire,,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.,"Gluttony, Flash Fire, White Smoke",90,"50% male, 50% female",5
632,Durant,Bug,Steel,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.","Swarm, Hustle, Truant",90,"50% male, 50% female",5
633,Deino,Dark,Dragon,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous.",Hustle,45,"50% male, 50% female",5
634,Zweilous,Dark,Dragon,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",Hustle,45,"50% male, 50% female",5
635,Hydreigon,Dark,Dragon,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack.",Levitate,45,"50% male, 50% female",5
636,Larvesta,Bug,Fire,"This Pokémon was believed to have been born from the sun. When it evolves, its entire body is engulfed in flames.","Flame Body, Swarm",45,"50% male, 50% female",5
637,Volcarona,Bug,Fire,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun.","Flame Body, Swarm",15,"50% male, 50% female",5
638,Cobalion,Steel,Fighting,This legendary Pokémon battled against humans to protect Pokémon. Its personality is calm and composed.,Justified,3,,5
639,Terrakion,Rock,Fighting,This Pokémon came to the defense of Pokémon that had lost their homes in a war among humans.,Justified,3,,5
640,Virizion,Grass,Fighting,This Pokémon fought humans in order to protect its friends. Legends about it continue to be passed down.,Justified,3,,5
641,Tornadus,Flying,,The lower half of its body is wrapped in a cloud of energy. It zooms through the sky at 200 mph.,"Prankster, Defiant",3,"100% male, 0% female",5
642,Thundurus,Electric,Flying,Countless charred remains mar the landscape of places through which Thundurus has passed.,"Prankster, Defiant",3,"100% male, 0% female",5
643,Reshiram,Dragon,Fire,"This Pokémon appears in legends. It sends flames into the air from its tail, burning up everything around it.",Turboblaze,3,,5
644,Zekrom,Dragon,Electric,"Concealing itself in lightning clouds, it flies throughout the Unova region. It creates electricity in its tail.",Teravolt,3,,5
645,Landorus,Ground,Flying,Lands visited by Landorus grant such bountiful crops that it has been hailed as “The Guardian of the Fields.”,"Sand Force, Sheer Force",3,"100% male, 0% female",5
646,Kyurem,Dragon,Ice,"It generates a powerful, freezing energy inside itself, but its body became frozen when the energy leaked out.",Pressure,3,,5
647,Keldeo,Water,Fighting,"By blasting water from its hooves, it can glide across water. It excels at using leg moves while battling.",Justified,3,,5
648,Meloetta,Normal,Psychic,Its melodies are sung with a special vocalization method that can control the feelings of those who hear it.,Serene Grace,3,,5
649,Genesect,Bug,Steel,"Over 300 million years ago, it was feared as the strongest of hunters. It has been modified by Team Plasma.",Download,3,,5
650,Chespin,Grass,,"The quills on its head are usually soft. When it flexes them, the points become so hard and sharp that they can pierce rock.","Overgrow, Bulletproof",45,"87.5% male, 12.5% female",6
651,Quilladin,Grass,,It relies on its sturdy shell to deflect predators’ attacks. It counterattacks with its sharp quills.,"Overgrow, Bulletproof",45,"87.5% male, 12.5% female",6
652,Chesnaught,Grass,Fighting,Its Tackle is forceful enough to flip a 50-ton tank. It shields its allies from danger with its own body.,"Overgrow, Bulletproof",45,"87.5% male, 12.5% female",6
653,Fennekin,Fire,,"Eating a twig fills it with energy, and its roomy ears give vent to air hotter than 390 degrees Fahrenheit.","Blaze, Magician",45,"87.5% male, 12.5% female",6
654,Braixen,Fire,,"It has a twig stuck in its tail. With friction from its tail fur, it sets the twig on fire and launches into battle.","Blaze, Magician",45,"87.5% male, 12.5% female",6
655,Delphox,Fire,Psychic,"It gazes into the flame at the tip of its branch to achieve a focused state, which allows it to see into the future.","Blaze, Magician",45,"87.5% male, 12.5% female",6
656,Froakie,Water,,It secretes flexible bubbles from its chest and back. The bubbles reduce the damage it would otherwise take when attacked.,"Torrent, Protean",45,"87.5% male, 12.5% female",6
657,Frogadier,Water,,"It can throw bubble-covered pebbles with precise control, hitting empty cans up to a hundred feet away.","Torrent, Protean",45,"87.5% male, 12.5% female",6
658,Greninja,Water,Dark,"It creates throwing stars out of compressed water. When it spins them and throws them at high speed, these stars can split metal in two.","Torrent, Protean",45,"87.5% male, 12.5% female",6
659,Bunnelby,Normal,,They use their large ears to dig burrows. They will dig the whole night through.,"Pickup, Cheek Pouch, Huge Power",255,"50% male, 50% female",6
660,Diggersby,Normal,Ground,"With their powerful ears, they can heft boulders of a ton or more with ease. They can be a big help at construction sites.","Pickup, Cheek Pouch, Huge Power",127,"50% male, 50% female",6
661,Fletchling,Normal,Flying,These friendly Pokémon send signals to one another with beautiful chirps and tail-feather movements.,"Big Pecks, Gale Wings",255,"50% male, 50% female",6
662,Fletchinder,Fire,Flying,"From its beak, it expels embers that set the tall grass on fire. Then it pounces on the bewildered prey that pop out of the grass.","Flame Body, Gale Wings",120,"50% male, 50% female",6
663,Talonflame,Fire,Flying,"In the fever of an exciting battle, it showers embers from the gaps between its feathers and takes to the air.","Flame Body, Gale Wings",45,"50% male, 50% female",6
664,Scatterbug,Bug,,"When under attack from bird Pokémon, it spews a poisonous black powder that causes paralysis on contact.","Shield Dust, Compound Eyes, Friend Guard",255,"50% male, 50% female",6
665,Spewpa,Bug,,"It lives hidden within thicket shadows. When predators attack, it quickly bristles the fur covering its body in an effort to threaten them.","Shed Skin, Friend Guard",120,"50% male, 50% female",6
666,Vivillon,Bug,Flying,Vivillon with many different patterns are found all over the world. These patterns are affected by the climate of their habitat.,"Shield Dust, Compound Eyes, Friend Guard",45,"50% male, 50% female",6
667,Litleo,Fire,Normal,"The stronger the opponent it faces, the more heat surges from its mane and the more power flows through its body.","Rivalry, Unnerve, Moxie",220,"12.5% male, 87.5% female",6
668,Pyroar,Fire,Normal,The male with the largest mane of fire is the leader of the pride.,"Rivalry, Unnerve, Moxie",65,"12.5% male, 87.5% female",6
669,Flabébé,Fairy,,It draws out and controls the hidden power of flowers. The flower Flabébé holds is most likely part of its body.,"Flower Veil, Symbiosis",225,"0% male, 100% female",6
670,Floette,Fairy,,It flutters around fields of flowers and cares for flowers that are starting to wilt. It draws out the hidden power of flowers to battle.,"Flower Veil, Symbiosis",120,"0% male, 100% female",6
671,Florges,Fairy,,"It claims exquisite flower gardens as its territory, and it obtains power from basking in the energy emitted by flowering plants.","Flower Veil, Symbiosis",45,"0% male, 100% female",6
