Pokemon ID,Name,Type 1,Type 2,Description,Abilities,Catch Rate,Gender,Generation,HP,Attack,Defense,Sp. Atk,SP. Def,Speed,Total
488,Cresselia,Psychic,,Shiny particles are released from its wings like a veil. It is said to represent the crescent moon.,Levitate,3,"0% male, 100% female",4,120,70,110,75,120,85,580
489,Phione,Water,,A Pokémon that lives in warm seas. It inflates the flotation sac on its head to drift and search for food.,Hydration,30,,4,80,80,80,80,80,80,480
490,Manaphy,Water,,"Born on a cold seafloor, it will swim great distances to return to its birthplace.",Hydration,3,,4,100,100,100,100,100,100,600
491,Darkrai,Dark,,It can lull people to sleep and make them dream. It is active during nights of the new moon.,Bad Dreams,3,,4,70,90,90,135,90,125,600
492,Shaymin,Grass,,It lives in flower patches and avoids detection by curling up to look like a flowering plant.,Natural Cure,45,,4,100,100,100,100,100,100,600
493,Arceus,Normal,,"It is described in mythology as the Pokémon that shaped the universe with its 1,000 arms.",Multitype,3,,4,120,120,120,120,120,120,720
494,Victini,Psychic,Fire,"This Pokémon brings victory. It is said that Trainers with Victini always win, regardless of the type of encounter.",Victory Star,3,,5,100,100,100,100,100,100,600
495,Snivy,Grass,,It is very intelligent and calm. Being exposed to lots of sunlight makes its movements swifter.,"Overgrow, Contrary",45,"87.5% male, 12.5% female",5,45,45,55,45,55,63,308
496,Servine,Grass,,"It moves along the ground as if sliding. Its swift movements befuddle its foes, and it then attacks with a vine whip.","Overgrow, Contrary",45,"87.5% male, 12.5% female",5,60,60,75,60,75,83,413
497,Serperior,Grass,,It can stop its opponents’ movements with just a glare. It takes in solar energy and boosts it internally.,"Overgrow, Contrary",45,"87.5% male, 12.5% female",5,75,75,95,75,95,113,528
498,Tepig,Fire,,It can deftly dodge its foe’s attacks while shooting fireballs from its nose. It roasts berries before it eats them.,"Blaze, Thick Fat",45,"87.5% male, 12.5% female",5,65,63,45,45,45,45,308
499,Pignite,Fire,Fighting,"When its internal fire flares up, its movements grow sharper and faster. When in trouble, it emits smoke.","Blaze, Thick Fat",45,"87.5% male, 12.5% female",5,90,93,55,70,55,55,418
500,Emboar,Fire,Fighting,It can throw a fire punch by setting its fists on fire with its fiery chin. It cares deeply about its friends.,"Blaze, Reckless",45,"87.5% male, 12.5% female",5,110,123,65,100,65,65,528
501,Oshawott,Water,,"It fights using the scalchop on its stomach. In response to an attack, it retaliates immediately by slashing.","Torrent, Shell Armor",45,"87.5% male, 12.5% female",5,55,55,45,63,45,45,308
502,Dewott,Water,,Strict training is how it learns its flowing double-scalchop technique.,"Torrent, Shell Armor",45,"87.5% male, 12.5% female",5,75,75,60,83,60,60,413
503,Samurott,Water,,One swing of the sword incorporated in its armor can fell an opponent. A simple glare from one of them quiets everybody.,"Torrent, Shell Armor",45,"87.5% male, 12.5% female",5,95,100,85,108,70,70,528
504,Patrat,Normal,,"Using food stored in cheek pouches, they can keep watch for days. They use their tails to communicate with others.","Run Away, Keen Eye, Analytic",255,"50% male, 50% female",5,45,55,39,35,39,42,255
505,Watchog,Normal,,"When they see an enemy, their tails stand high, and they spit the seeds of berries stored in their cheek pouches.","Illuminate, Keen Eye, Analytic",255,"50% male, 50% female",5,60,85,69,60,69,77,420
506,Lillipup,Normal,,"It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees.","Vital Spirit, Pickup, Run Away",255,"50% male, 50% female",5,45,60,45,25,45,55,275
507,Herdier,Normal,,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives.","Intimidate, Sand Rush, Scrappy",120,"50% male, 50% female",5,65,80,65,35,65,60,370
508,Stoutland,Normal,,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.,"Intimidate, Sand Rush, Scrappy",45,"50% male, 50% female",5,85,110,90,45,90,80,500
509,Purrloin,Dark,,"They steal from people for fun, but their victims can’t help but forgive them. Their deceptively cute act is perfect.","Limber, Unburden, Prankster",255,"50% male, 50% female",5,41,50,37,50,37,66,281
510,Liepard,Dark,,These Pokémon vanish and appear unexpectedly. Many Trainers are drawn to their beautiful form and fur.,"Limber, Unburden, Prankster",90,"50% male, 50% female",5,64,88,50,88,50,106,446
511,Pansage,Grass,,This Pokémon dwells deep in the forest. Eating a leaf from its head whisks weariness away as if by magic.,"Gluttony, Overgrow",190,"87.5% male, 12.5% female",5,50,53,48,53,48,64,316
512,Simisage,Grass,,"Ill tempered, it fights by swinging its barbed tail around wildly. The leaf growing on its head is very bitter.","Gluttony, Overgrow",75,"87.5% male, 12.5% female",5,75,98,63,98,63,101,498
513,Pansear,Fire,,"When it is angered, the temperature of its head tuft reaches 600° F. It uses its tuft to roast berries.","Gluttony, Blaze",190,"87.5% male, 12.5% female",5,50,53,48,53,48,64,316
514,Simisear,Fire,,It loves sweets because they become energy for the fire burning inside its body.,"Gluttony, Blaze",75,"87.5% male, 12.5% female",5,75,98,63,98,63,101,498
515,Panpour,Water,,The water stored inside the tuft on its head is full of nutrients. Plants that receive its water grow large.,"Gluttony, Torrent",190,"87.5% male, 12.5% female",5,50,53,48,53,48,64,316
516,Simipour,Water,,"The tuft on its head holds water. When the level runs low, it replenishes the tuft by siphoning up water with its tail.","Gluttony, Torrent",75,"87.5% male, 12.5% female",5,75,98,63,98,63,101,498
517,Munna,Psychic,,Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.,"Forewarn, Synchronize, Telepathy",190,"50% male, 50% female",5,76,25,45,67,55,24,292
518,Musharna,Psychic,,The mist emanating from their foreheads is packed with the dreams of people and Pokémon.,"Forewarn, Synchronize, Telepathy",75,"50% male, 50% female",5,116,55,85,107,95,29,487
519,Pidove,Normal,Flying,"Each follows its Trainer’s orders as best it can, but they sometimes fail to understand complicated commands.","Big Pecks, Super Luck, Rivalry",255,"50% male, 50% female",5,50,55,50,36,30,43,264
520,Tranquill,Normal,Flying,It can return to its Trainer’s location regardless of the distance separating them.,"Big Pecks, Super Luck, Rivalry",120,"50% male, 50% female",5,62,77,62,50,42,65,358
521,Unfezant,Normal,Flying,Males swing their head plumage to threaten opponents. The females’ flying abilities surpass those of the males.,"Big Pecks, Super Luck, Rivalry",45,"50% male, 50% female",5,80,115,80,65,55,93,488
522,Blitzle,Electric,,Its mane shines when it discharges electricity. They use their flashing manes to communicate with one another.,"Lightning Rod, Motor Drive, Sap Sipper",190,"50% male, 50% female",5,45,60,32,50,32,76,295
523,Zebstrika,Electric,,"They have lightning-like movements. When Zebstrika run at full speed, the sound of thunder reverberates.","Lightning Rod, Motor Drive, Sap Sipper",75,"50% male, 50% female",5,75,100,63,80,63,116,497
524,Roggenrola,Rock,,"Its ear is hexagonal in shape. Compressed underground, its body is as hard as steel.","Sturdy, Weak Armor, Sand Force",255,"50% male, 50% female",5,55,75,85,25,25,15,280
525,Boldore,Rock,,"When it overflows with power, the orange crystal on its body glows. It looks for underground water in caves.","Sturdy, Weak Armor, Sand Force",120,"50% male, 50% female",5,70,105,105,50,40,20,390
526,Gigalith,Rock,,Compressing the energy from its internal core lets it fire off an attack capable of blowing away a mountain.,"Sturdy, Sand Stream, Sand Force",45,"50% male, 50% female",5,85,135,130,60,80,25,515
527,Woobat,Psychic,Flying,Its habitat is dark forests and caves. It emits ultrasonic waves from its nose to learn about its surroundings.,"Unaware, Klutz, Simple",190,"50% male, 50% female",5,65,45,43,55,43,72,323
528,Swoobat,Psychic,Flying,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks.","Unaware, Klutz, Simple",45,"50% male, 50% female",5,67,57,55,77,55,114,425
529,Drilbur,Ground,,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.,"Sand Rush, Sand Force, Mold Breaker",120,"50% male, 50% female",5,60,85,40,30,45,68,328
530,Excadrill,Ground,Steel,It can help in tunnel construction. Its drill has evolved into steel strong enough to bore through iron plates.,"Sand Rush, Sand Force, Mold Breaker",60,"50% male, 50% female",5,110,135,60,50,65,88,508
531,Audino,Normal,,"It touches others with the feelers on its ears, using the sound of their heartbeats to tell how they are feeling.","Healer, Regenerator, Klutz",255,"50% male, 50% female",5,103,60,86,60,86,50,445
532,Timburr,Fighting,,It fights by swinging a piece of lumber around. It is close to evolving when it can handle the lumber without difficulty.,"Guts, Sheer Force, Iron Fist",180,"75% male, 25% female",5,75,80,55,25,35,35,305
533,Gurdurr,Fighting,,This Pokémon is so muscular and strongly built that even a group of wrestlers could not make it budge an inch.,"Guts, Sheer Force, Iron Fist",90,"75% male, 25% female",5,85,105,85,40,50,40,405
534,Conkeldurr,Fighting,,"It is thought that Conkeldurr taught humans how to make concrete more than 2,000 years ago.","Guts, Sheer Force, Iron Fist",45,"75% male, 25% female",5,105,140,95,55,65,45,505
535,Tympole,Water,,They warn others of danger by vibrating their cheeks to create a high-pitched sound.,"Swift Swim, Hydration, Water Absorb",255,"50% male, 50% female",5,50,50,40,50,40,64,294
536,Palpitoad,Water,Ground,"When they vibrate the bumps on their heads, they can make waves in water or earthquake-like vibrations on land.","Swift Swim, Hydration, Water Absorb",120,"50% male, 50% female",5,75,65,55,65,55,69,384
537,Seismitoad,Water,Ground,They shoot paralyzing liquid from their head bumps. They use vibration to hurt their opponents.,"Swift Swim, Poison Touch, Water Absorb",45,"50% male, 50% female",5,105,95,75,85,75,74,509
538,Throh,Fighting,,"When it tightens its belt, it becomes stronger. Wild Throh use vines to weave their own belts.","Guts, Inner Focus, Mold Breaker",45,"100% male, 0% female",5,120,100,85,30,85,45,465
539,Sawk,Fighting,,The sound of Sawk punching boulders and trees can be heard all the way from the mountains where they train.,"Sturdy, Inner Focus, Mold Breaker",45,"100% male, 0% female",5,75,125,75,30,75,85,465
540,Sewaddle,Bug,Grass,Leavanny dress it in clothes they made for it when it hatched. It hides its head in its hood while it is sleeping.,"Swarm, Chlorophyll, Overcoat",255,"50% male, 50% female",5,45,53,70,40,60,42,310
541,Swadloon,Bug,Grass,Forests where Swadloon live have superb foliage because the nutrients they make from fallen leaves nourish the plant life.,"Leaf Guard, Chlorophyll, Overcoat",120,"50% male, 50% female",5,55,63,90,50,80,42,380
542,Leavanny,Bug,Grass,"Upon finding a small Pokémon, it weaves clothing for it from leaves, using the cutters on its arms and sticky silk.","Swarm, Chlorophyll, Overcoat",45,"50% male, 50% female",5,75,103,80,70,80,92,500
543,Venipede,Bug,Poison,"Its bite injects a potent poison, enough to paralyze large bird Pokémon that try to prey on it.","Poison Point, Swarm, Speed Boost",255,"50% male, 50% female",5,30,45,59,30,39,57,260
544,Whirlipede,Bug,Poison,"Protected by a hard shell, it spins its body like a wheel and crashes furiously into its enemies.","Poison Point, Swarm, Speed Boost",120,"50% male, 50% female",5,40,55,99,40,79,47,360
545,Scolipede,Bug,Poison,"With quick movements, it chases down its foes, attacking relentlessly with its horns until it prevails.","Poison Point, Swarm, Speed Boost",45,"50% male, 50% female",5,60,100,89,55,69,112,485
546,Cottonee,Grass,Fairy,"When attacked, it escapes by shooting cotton from its body. The cotton serves as a decoy to distract the attacker.","Prankster, Infiltrator, Chlorophyll",190,"50% male, 50% female",5,40,27,60,37,50,66,280
547,Whimsicott,Grass,Fairy,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind.","Prankster, Infiltrator, Chlorophyll",75,"50% male, 50% female",5,60,67,85,77,75,116,480
548,Petilil,Grass,,The leaves on its head are very bitter. Eating one of these leaves is known to refresh a tired body.,"Chlorophyll, Own Tempo, Leaf Guard",190,"0% male, 100% female",5,45,35,50,70,50,30,280
549,Lilligant,Grass,,Even veteran Trainers face a challenge in getting its beautiful flower to bloom. This Pokémon is popular with celebrities.,"Chlorophyll, Own Tempo, Leaf Guard",75,"0% male, 100% female",5,70,60,75,110,75,90,480
550,Basculin,Water,,"Red and blue Basculin get along so poorly, they’ll start fighting instantly. These Pokémon are very hostile.","Reckless, Adaptability, Mold Breaker",25,"50% male, 50% female",5,70,92,65,80,55,98,460
551,Sandile,Ground,Dark,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.,"Intimidate, Moxie, Anger Point",180,"50% male, 50% female",5,50,72,35,35,35,65,292
552,Krokorok,Ground,Dark,They live in groups of a few individuals. Protective membranes shield their eyes from sandstorms.,"Intimidate, Moxie, Anger Point",90,"50% male, 50% female",5,60,82,45,45,45,74,351
553,Krookodile,Ground,Dark,"They never allow prey to escape. Their jaws are so powerful, they can crush the body of an automobile.","Intimidate, Moxie, Anger Point",45,"50% male, 50% female",5,95,117,80,65,70,92,519
554,Darumaka,Fire,,"When its internal fire is burning, it cannot calm down and it runs around. When the fire diminishes, it falls asleep.","Hustle, Inner Focus",120,"50% male, 50% female",5,70,90,45,15,45,50,315
555,Darmanitan,Fire,,"Its internal fire burns at 2,500° F, making enough power that it can destroy a dump truck with one punch.","Sheer Force, Zen Mode",60,"50% male, 50% female",5,105,140,55,30,55,95,480
556,Maractus,Grass,,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.,"Water Absorb, Chlorophyll, Storm Drain",255,"50% male, 50% female",5,75,86,67,106,67,60,461
557,Dwebble,Bug,Rock,This Pokémon can easily melt holes in hard rocks with a liquid secreted from its mouth.,"Sturdy, Shell Armor, Weak Armor",190,"50% male, 50% female",5,50,65,85,35,35,55,325
558,Crustle,Bug,Rock,"Competing for territory, Crustle fight viciously. The one whose boulder is broken is the loser of the battle.","Sturdy, Shell Armor, Weak Armor",75,"50% male, 50% female",5,70,105,125,65,75,45,485
559,Scraggy,Dark,Fighting,"Its skin has a rubbery elasticity, so it can reduce damage by defensively pulling its skin up to its neck.","Shed Skin, Moxie, Intimidate",180,"50% male, 50% female",5,50,75,70,35,70,48,348
560,Scrafty,Dark,Fighting,Groups of them beat up anything that enters their territory. Each can spit acidic liquid from its mouth.,"Shed Skin, Moxie, Intimidate",90,"50% male, 50% female",5,65,90,115,45,115,58,488
561,Sigilyph,Psychic,Flying,"They never vary the route they fly, because their memories of guarding an ancient city remain steadfast.","Wonder Skin, Magic Guard, Tinted Lens",45,"50% male, 50% female",5,72,58,80,103,80,97,490
562,Yamask,Ghost,,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.,Mummy,190,"50% male, 50% female",5,38,30,85,55,65,30,303
563,Cofagrigus,Ghost,,It has been said that they swallow those who get too close and turn them into mummies. They like to eat gold nuggets.,Mummy,90,"50% male, 50% female",5,58,50,145,95,105,30,483
564,Tirtouga,Water,Rock,"Restored from a fossil, this Pokémon can dive to depths beyond half a mile.","Solid Rock, Sturdy, Swift Swim",45,"87.5% male, 12.5% female",5,54,78,103,53,45,22,355
565,Carracosta,Water,Rock,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.,"Solid Rock, Sturdy, Swift Swim",45,"87.5% male, 12.5% female",5,74,108,133,83,65,32,495
566,Archen,Rock,Flying,"Said to be an ancestor of bird Pokémon, they were unable to fly and moved about by hopping from one branch to another.",Defeatist,45,"87.5% male, 12.5% female",5,55,112,45,74,45,70,401
567,Archeops,Rock,Flying,"They are intelligent and will cooperate to catch prey. From the ground, they use a running start to take flight.",Defeatist,45,"87.5% male, 12.5% female",5,75,140,65,112,65,110,567
568,Trubbish,Poison,,Inhaling the gas they belch will make you sleep for a week. They prefer unsanitary places.,"Stench, Sticky Hold, Aftermath",190,"50% male, 50% female",5,50,50,62,40,62,65,329
569,Garbodor,Poison,,It clenches opponents with its left arm and finishes them off with foul-smelling poison gas belched from its mouth.,"Stench, Weak Armor, Aftermath",60,"50% male, 50% female",5,80,95,82,60,82,75,474
570,Zorua,Dark,,"It changes into the forms of others to surprise them. Apparently, it often transforms into a silent child.",Illusion,75,"87.5% male, 12.5% female",5,40,65,40,80,40,65,330
571,Zoroark,Dark,,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.,Illusion,45,"87.5% male, 12.5% female",5,60,105,60,120,60,105,510
572,Minccino,Normal,,"They greet one another by rubbing each other with their tails, which are always kept well groomed and clean.","Cute Charm, Technician, Skill Link",255,"25% male, 75% female",5,55,50,40,40,40,75,300
573,Cinccino,Normal,,Their white fur is coated in a special oil that makes it easy for them to deflect attacks.,"Cute Charm, Technician, Skill Link",60,"25% male, 75% female",5,75,95,60,65,60,115,470
574,Gothita,Psychic,,Their ribbonlike feelers increase their psychic power. They are always staring at something.,"Frisk, Competitive, Shadow Tag",200,"25% male, 75% female",5,45,30,50,55,65,45,290
575,Gothorita,Psychic,,They use hypnosis to control people and Pokémon. Tales of Gothorita leading people astray are told in every corner.,"Frisk, Competitive, Shadow Tag",100,"25% male, 75% female",5,60,45,70,75,85,55,390
576,Gothitelle,Psychic,,Starry skies thousands of light-years away are visible in the space distorted by their intense psychic power.,"Frisk, Competitive, Shadow Tag",50,"25% male, 75% female",5,70,55,95,95,110,65,490
577,Solosis,Psychic,,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.,"Overcoat, Magic Guard, Regenerator",200,"50% male, 50% female",5,45,30,40,105,50,20,290
578,Duosion,Psychic,,"Since they have two divided brains, at times they suddenly try to take two different actions at once.","Overcoat, Magic Guard, Regenerator",100,"50% male, 50% female",5,65,40,50,125,60,30,370
579,Reuniclus,Psychic,,"When Reuniclus shake hands, a network forms between their brains, increasing their psychic power.","Overcoat, Magic Guard, Regenerator",50,"50% male, 50% female",5,110,65,75,125,85,30,490
580,Ducklett,Water,Flying,These bird Pokémon are excellent divers. They swim around in the water eating their favorite food--peat moss.,"Keen Eye, Big Pecks, Hydration",190,"50% male, 50% female",5,62,44,50,44,50,55,305
581,Swanna,Water,Flying,Swanna start to dance at dusk. The one dancing in the middle is the leader of the flock.,"Keen Eye, Big Pecks, Hydration",45,"50% male, 50% female",5,75,87,63,87,63,98,473
582,Vanillite,Ice,,The temperature of their breath is -58° F. They create snow crystals and make snow fall in the areas around them.,"Ice Body, Snow Cloak, Weak Armor",255,"50% male, 50% female",5,36,50,50,65,60,44,305
583,Vanillish,Ice,,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas.","Ice Body, Snow Cloak, Weak Armor",120,"50% male, 50% female",5,51,65,65,80,75,59,395
584,Vanilluxe,Ice,,"Swallowing large amounts of water, they make snow clouds inside their bodies and attack their foes with violent blizzards.","Ice Body, Snow Warning, Weak Armor",45,"50% male, 50% female",5,71,95,85,110,95,79,535
585,Deerling,Normal,Grass,"The color and scent of their fur changes to match the mountain grass. When they sense hostility, they hide in the grass.","Chlorophyll, Sap Sipper, Serene Grace",190,"50% male, 50% female",5,60,60,50,40,50,75,335
586,Sawsbuck,Normal,Grass,They migrate according to the seasons. People can tell the season by looking at Sawsbuck’s horns.,"Chlorophyll, Sap Sipper, Serene Grace",75,"50% male, 50% female",5,80,100,70,60,70,95,475
587,Emolga,Electric,Flying,The energy made in its cheeks’ electric pouches is stored inside its membrane and released while it is gliding.,"Static, Motor Drive",200,"50% male, 50% female",5,55,75,60,75,60,103,428
588,Karrablast,Bug,,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.,"Swarm, Shed Skin, No Guard",200,"50% male, 50% female",5,50,75,45,40,45,60,315
589,Escavalier,Bug,Steel,"They fly around at high speed, striking with their pointed spears. Even when in trouble, they face opponents bravely.","Swarm, Shell Armor, Overcoat",75,"50% male, 50% female",5,70,135,105,60,105,20,495
590,Foongus,Grass,Poison,"It lures people in with its Poké Ball pattern, then releases poison spores. Why it resembles a Poké Ball is unknown.","Effect Spore, Regenerator",190,"50% male, 50% female",5,69,55,45,55,55,15,294
591,Amoonguss,Grass,Poison,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion.","Effect Spore, Regenerator",75,"50% male, 50% female",5,114,85,70,85,80,30,464
592,Frillish,Water,Ghost,"With its thin, veil-like arms wrapped around the body of its opponent, it sinks to the ocean floor.","Water Absorb, Cursed Body, Damp",190,"50% male, 50% female",5,55,40,50,65,85,40,335
593,Jellicent,Water,Ghost,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished.","Water Absorb, Cursed Body, Damp",60,"50% male, 50% female",5,100,60,70,85,105,60,480
594,Alomomola,Water,,The special membrane enveloping Alomomola has the ability to heal wounds.,"Healer, Hydration, Regenerator",75,"50% male, 50% female",5,165,75,80,40,45,65,470
595,Joltik,Bug,Electric,Joltik that live in cities have learned a technique for sucking electricity from the outlets in houses.,"Compound Eyes, Unnerve, Swarm",190,"50% male, 50% female",5,50,47,50,57,50,65,319
596,Galvantula,Bug,Electric,"When attacked, they create an electric barrier by spitting out many electrically charged threads.","Compound Eyes, Unnerve, Swarm",75,"50% male, 50% female",5,70,77,60,97,60,108,472
597,Ferroseed,Grass,Steel,"When threatened, it attacks by shooting a barrage of spikes, which gives it a chance to escape by rolling away.",Iron Barbs,255,"50% male, 50% female",5,44,50,91,24,86,10,305
598,Ferrothorn,Grass,Steel,It fights by swinging around its three spiky feelers. A hit from these steel spikes can reduce a boulder to rubble.,"Iron Barbs, Anticipation",90,"50% male, 50% female",5,74,94,131,54,116,20,489
599,Klink,Steel,,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.,"Plus, Minus, Clear Body",130,,5,40,55,70,45,60,30,300
600,Klang,Steel,,"By changing the direction in which it rotates, it communicates its feelings to others. When angry, it rotates faster.","Plus, Minus, Clear Body",60,,5,60,80,95,70,85,50,440
601,Klinklang,Steel,,Its red core functions as an energy tank. It fires the charged energy through its spikes into an area.,"Plus, Minus, Clear Body",30,,5,60,100,115,70,85,90,520
602,Tynamo,Electric,,"While one alone doesn’t have much power, a chain of many Tynamo can be as powerful as lightning.",Levitate,190,"50% male, 50% female",5,35,55,40,45,40,60,275
603,Eelektrik,Electric,,They coil around foes and shock them with electricity-generating organs that seem simply to be circular patterns.,Levitate,60,"50% male, 50% female",5,65,85,70,75,70,40,405
604,Eelektross,Electric,,They crawl out of the ocean using their arms. They will attack prey on shore and immediately drag it into the ocean.,Levitate,30,"50% male, 50% female",5,85,115,80,105,80,50,515
605,Elgyem,Psychic,,"It uses its strong psychic power to squeeze its opponent’s brain, causing unendurable headaches.","Telepathy, Synchronize, Analytic",255,"50% male, 50% female",5,55,55,55,85,55,30,335
606,Beheeyem,Psychic,,"It can manipulate an opponent’s memory. Apparently, it communicates by flashing its three different-colored fingers.","Telepathy, Synchronize, Analytic",90,"50% male, 50% female",5,75,75,75,125,95,40,485
607,Litwick,Ghost,Fire,"Litwick shines a light that absorbs the life energy of people and Pokémon, which becomes the fuel that it burns.","Flash Fire, Flame Body, Infiltrator",190,"50% male, 50% female",5,50,30,55,65,55,20,275
608,Lampent,Ghost,Fire,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen.","Flash Fire, Flame Body, Infiltrator",90,"50% male, 50% female",5,60,40,60,95,60,55,370
609,Chandelure,Ghost,Fire,"It absorbs a spirit, which it then burns. By waving the flames on its arms, it puts its foes into a hypnotic trance.","Flash Fire, Flame Body, Infiltrator",45,"50% male, 50% female",5,60,55,90,145,90,80,520
610,Axew,Dragon,,They use their tusks to crush the berries they eat. Repeated regrowth makes their tusks strong and sharp.,"Rivalry, Mold Breaker, Unnerve",75,"50% male, 50% female",5,46,87,60,30,40,57,320
611,Fraxure,Dragon,,"Since a broken tusk will not grow back, they diligently sharpen their tusks on river rocks after they’ve been fighting.","Rivalry, Mold Breaker, Unnerve",60,"50% male, 50% female",5,66,117,70,40,50,67,410
612,Haxorus,Dragon,,They are kind but can be relentless when defending territory. They challenge foes with tusks that can cut steel.,"Rivalry, Mold Breaker, Unnerve",45,"50% male, 50% female",5,76,147,90,60,70,97,540
613,Cubchoo,Ice,,"When it is not feeling well, its mucus gets watery and the power of its Ice-type moves decreases.","Snow Cloak, Slush Rush, Rattled",120,"50% male, 50% female",5,55,70,40,60,40,40,305
614,Beartic,Ice,,"It can make its breath freeze at will. Very able in the water, it swims around in northern seas and catches prey.","Snow Cloak, Slush Rush, Swift Swim",60,"50% male, 50% female",5,95,130,80,70,80,50,505
615,Cryogonal,Ice,,"When its body temperature goes up, it turns into steam and vanishes. When its temperature lowers, it returns to ice.",Levitate,25,,5,80,50,50,95,135,105,515
616,Shelmet,Bug,,"When attacked, it defends itself by closing the lid of its shell. It can spit a sticky, poisonous liquid.","Hydration, Shell Armor, Overcoat",200,"50% male, 50% female",5,50,40,85,40,65,25,305
617,Accelgor,Bug,,"When its body dries out, it weakens. So, to prevent dehydration, it wraps itself in many layers of thin membrane.","Hydration, Sticky Hold, Unburden",75,"50% male, 50% female",5,80,70,40,100,60,145,495
618,Stunfisk,Ground,Electric,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity.","Static, Limber, Sand Veil",75,"50% male, 50% female",5,109,66,84,81,99,32,471
619,Mienfoo,Fighting,,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies.","Inner Focus, Regenerator, Reckless",180,"50% male, 50% female",5,45,85,50,55,50,65,350
620,Mienshao,Fighting,,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.,"Inner Focus, Regenerator, Reckless",45,"50% male, 50% female",5,65,125,60,95,60,105,510
621,Druddigon,Dragon,,"It warms its body by absorbing sunlight with its wings. When its body temperature falls, it can no longer move.","Rough Skin, Sheer Force, Mold Breaker",45,"50% male, 50% female",5,77,120,90,60,90,48,485
622,Golett,Ground,Ghost,"The energy that burns inside it enables it to move, but no one has yet been able to identify this energy.","Iron Fist, Klutz, No Guard",190,,5,59,74,50,35,50,35,303
623,Golurk,Ground,Ghost,It flies across the sky at Mach speeds. Removing the seal on its chest makes its internal energy go out of control.,"Iron Fist, Klutz, No Guard",90,,5,89,124,80,55,80,55,483
624,Pawniard,Dark,Steel,"Blades comprise this Pokémon’s entire body. If battling dulls the blades, it sharpens them on stones by the river.","Defiant, Inner Focus, Pressure",120,"50% male, 50% female",5,45,85,70,40,40,60,340
625,Bisharp,Dark,Steel,"It leads a group of Pawniard. It battles to become the boss, but will be driven from the group if it loses.","Defiant, Inner Focus, Pressure",45,"50% male, 50% female",5,65,125,100,60,70,70,490
626,Bouffalant,Normal,,"Their fluffy fur absorbs damage, even if they strike foes with a fierce headbutt.","Reckless, Sap Sipper, Soundproof",45,"50% male, 50% female",5,95,110,95,40,95,55,490
627,Rufflet,Normal,Flying,"They crush berries with their talons. They bravely stand up to any opponent, no matter how strong it is.","Keen Eye, Sheer Force, Hustle",190,"100% male, 0% female",5,70,83,50,37,50,60,350
628,Braviary,Normal,Flying,They fight for their friends without any thought about danger to themselves. One can carry a car while flying.,"Keen Eye, Sheer Force, Defiant",60,"100% male, 0% female",5,100,123,75,57,75,80,510
629,Vullaby,Dark,Flying,"Its wings are too tiny to allow it to fly. As the time approaches for it to evolve, it discards the bones it was wearing.","Big Pecks, Overcoat, Weak Armor",190,"0% male, 100% female",5,70,55,75,45,65,60,370
630,Mandibuzz,Dark,Flying,It makes a nest out of bones it finds. It grabs weakened prey in its talons and hauls it to its nest of bones.,"Big Pecks, Overcoat, Weak Armor",60,"0% male, 100% female",5,110,65,105,55,95,80,510
631,Heatmor,Fire,,It breathes through a hole in its tail while it burns with an internal fire. Durant is its prey.,"Gluttony, Flash Fire, White Smoke",90,"50% male, 50% female",5,85,97,66,105,66,65,484
632,Durant,Bug,Steel,"They attack in groups, covering themselves in steel armor to protect themselves from Heatmor.","Swarm, Hustle, Truant",90,"50% male, 50% female",5,58,109,112,48,48,109,484
633,Deino,Dark,Dragon,"It tends to bite everything, and it is not a picky eater. Approaching it carelessly is dangerous.",Hustle,45,"50% male, 50% female",5,52,65,50,45,50,38,300
634,Zweilous,Dark,Dragon,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along.",Hustle,45,"50% male, 50% female",5,72,85,70,65,70,58,420
